label,value
"Laguindingan  
                        ",1011
"Libertad  
                        ",1012
"Lugait  
                        ",1013
"Magsaysay  
                        ",1014
"Manticao  
                        ",1015
"Medina  
                        ",1016
"Naawan  
                        ",1017
"Opol  
                        ",1018
"Salay  
                        ",1019
"Sugbongcogon  
                        ",1020
"Tagoloan  
                        ",1021
"Talisayan  
                        ",1022
"Villanueva  
                        ",1023
"Barlig  
                        ",1024
"Bauko  
                        ",1025
"Besao  
                        ",1026
"Bontoc  
                        ",1027
"Natonin  
                        ",1028
"Paracelis  
                        ",1029
"Sabangan  
                        ",1030
"Sadanga  
                        ",1031
"Sagada  
                        ",1032
"Tadian  
                        ",1033
"Bacolod City  
                        ",1034
"Bago City  
                        ",1035
"Cadiz City  
                        ",1036
"Escalante City  
                        ",1037
"Himamaylan City  
                        ",1038
"Kabankalan City  
                        ",1039
"La Carlota City  
                        ",1040
"Sagay City  
                        ",1041
"San Carlos City  
                        ",1042
"Silay City  
                        ",1043
"Sipalay City  
                        ",1044
"Talisay City  
                        ",1045
"Victorias City  
                        ",1046
"Binalbagan  
                        ",1047
"Calatrava  
                        ",1048
"Candoni  
                        ",1049
"Cauayan  
                        ",1050
"Enrique B. Magalona  
                        ",1051
"Hinigaran  
                        ",1052
"Hinoba-an  
                        ",1053
"Ilog  
                        ",1054
"Isabela  
                        ",1055
"La Castellana  
                        ",1056
"Manapla  
                        ",1057
"Moises Padilla  
                        ",1058
"Murcia  
                        ",1059
"Pontevedra  
                        ",1060
"Pulupandan  
                        ",1061
"Salvador Benedicto  
                        ",1062
"San Enrique  
                        ",1063
"Toboso  
                        ",1064
"Valladolid  
                        ",1065
"Bais City  
                        ",1066
"Bayawan City  
                        ",1067
"Canlaon City  
                        ",1068
"Guihulngan City  
                        ",1069
"Dumaguete City  
                        ",1070
"Tanjay City  
                        ",1071
"Amlan  
                        ",1072
"Ayungon  
                        ",1073
"Bacong  
                        ",1074
"Basay  
                        ",1075
"Bindoy  
                        ",1076
"Dauin  
                        ",1077
"Jimalalud  
                        ",1078
"La Libertad  
                        ",1079
"Mabinay  
                        ",1080
"Manjuyod  
                        ",1081
"Pamplona  
                        ",1082
"San Jose  
                        ",1083
"Santa Catalina  
                        ",1084
"Siaton  
                        ",1085
"Sibulan  
                        ",1086
"Tayasan  
                        ",1087
"Valencia  
                        ",1088
"Vallehermoso  
                        ",1089
"Zamboanguita  
                        ",1090
"Allen  
                        ",1091
"Biri  
                        ",1092
"Bobon  
                        ",1093
"Capul  
                        ",1094
"Catarman  
                        ",1095
"Catubig  
                        ",1096
"Gamay  
                        ",1097
"Laoang  
                        ",1098
"Lapinig  
                        ",1099
"Las Navas  
                        ",1100
"Lavezares  
                        ",1101
"Lope de Vega  
                        ",1102
"Mapanas  
                        ",1103
"Mondragon  
                        ",1104
"Palapag  
                        ",1105
"Pambujan  
                        ",1106
"Rosario  
                        ",1107
"San Antonio  
                        ",1108
"San Isidro  
                        ",1109
"San Jose  
                        ",1110
"San Roque  
                        ",1111
"San Vicente  
                        ",1112
"Silvino Lobos  
                        ",1113
"Victoria  
                        ",1114
"Cabanatuan City  
                        ",1115
"Gapan City  
                        ",1116
"Science City of Muñoz  
                        ",1117
"Palayan City  
                        ",1118
"San Jose City  
                        ",1119
"Aliaga  
                        ",1120
"Bongabon  
                        ",1121
"Cabiao  
                        ",1122
"Carranglan  
                        ",1123
"Cuyapo  
                        ",1124
"Gabaldon  
                        ",1125
"General Mamerto Natividad  
                        ",1126
"General Tinio  
                        ",1127
"Guimba  
                        ",1128
"Jaen  
                        ",1129
"Laur  
                        ",1130
"Licab  
                        ",1131
"Llanera  
                        ",1132
"Lupao  
                        ",1133
"Nampicuan  
                        ",1134
"Pantabangan  
                        ",1135
"Peñaranda  
                        ",1136
"Quezon  
                        ",1137
"Rizal  
                        ",1138
"San Antonio  
                        ",1139
"San Isidro  
                        ",1140
"San Leonardo  
                        ",1141
"Santa Rosa  
                        ",1142
"Santo Domingo  
                        ",1143
"Talavera  
                        ",1144
"Talugtug  
                        ",1145
"Zaragoza  
                        ",1146
"Alfonso Castaneda  
                        ",1147
"Ambaguio  
                        ",1148
"Aritao  
                        ",1149
"Bagabag  
                        ",1150
"Bambang  
                        ",1151
"Bayombong  
                        ",1152
"Diadi  
                        ",1153
"Dupax del Norte  
                        ",1154
"Dupax del Sur  
                        ",1155
"Kasibu  
                        ",1156
"Kayapa  
                        ",1157
"Quezon  
                        ",1158
"Santa Fe  
                        ",1159
"Solano  
                        ",1160
"Villaverde  
                        ",1161
"Abra de Ilog  
                        ",1162
"Calintaan  
                        ",1163
"Looc  
                        ",1164
"Lubang  
                        ",1165
"Magsaysay  
                        ",1166
"Mamburao  
                        ",1167
"Paluan  
                        ",1168
"Rizal  
                        ",1169
"Sablayan  
                        ",1170
"San Jose  
                        ",1171
"Santa Cruz  
                        ",1172
"Calapan City  
                        ",1173
"Baco  
                        ",1174
"Bansud  
                        ",1175
"Bongabong  
                        ",1176
"Bulalacao  
                        ",1177
"Gloria  
                        ",1178
"Mansalay  
                        ",1179
"Naujan  
                        ",1180
"Pinamalayan  
                        ",1181
"Pola  
                        ",1182
"Puerto Galera  
                        ",1183
"Roxas  
                        ",1184
"San Teodoro  
                        ",1185
"Socorro  
                        ",1186
"Victoria  
                        ",1187
"Puerto Princesa City  
                        ",1188
"Aborlan  
                        ",1189
"Agutaya  
                        ",1190
"Araceli  
                        ",1191
"Balabac  
                        ",1192
"Bataraza  
                        ",1193
"Brooke's Point  
                        ",1194
"Busuanga  
                        ",1195
"Cagayancillo  
                        ",1196
"Coron  
                        ",1197
"Culion  
                        ",1198
"Cuyo  
                        ",1199
"Dumaran  
                        ",1200
"El Nido  
                        ",1201
"Kalayaan  
                        ",1202
"Linapacan  
                        ",1203
"Magsaysay  
                        ",1204
"Narra  
                        ",1205
"Quezon  
                        ",1206
"Rizal  
                        ",1207
"Roxas  
                        ",1208
"San Vicente  
                        ",1209
"Sofronio Española  
                        ",1210
"Taytay  
                        ",1211
"Angeles City  
                        ",1212
"City of San Fernando  
                        ",1213
"Apalit  
                        ",1214
"Arayat  
                        ",1215
"Bacolor  
                        ",1216
"Candaba  
                        ",1217
"Floridablanca  
                        ",1218
"Guagua  
                        ",1219
"Lubao  
                        ",1220
"Mabalacat  
                        ",1221
"Macabebe  
                        ",1222
"Magalang  
                        ",1223
"Masantol  
                        ",1224
"Mexico  
                        ",1225
"Minalin  
                        ",1226
"Porac  
                        ",1227
"San Luis  
                        ",1228
"San Simon  
                        ",1229
"Santa Ana  
                        ",1230
"Santa Rita  
                        ",1231
"Santo Tomas  
                        ",1232
"Sasmuan  
                        ",1233
"Alaminos City  
                        ",1234
"Dagupan City  
                        ",1235
"San Carlos City  
                        ",1236
"Urdaneta City  
                        ",1237
"Agno  
                        ",1238
"Aguilar  
                        ",1239
"Alcala  
                        ",1240
"Anda  
                        ",1241
"Asingan  
                        ",1242
"Balungao  
                        ",1243
"Bani  
                        ",1244
"Basista  
                        ",1245
"Bautista  
                        ",1246
"Bayambang  
                        ",1247
"Binalonan  
                        ",1248
"Binmaley  
                        ",1249
"Bolinao  
                        ",1250
"Bugallon  
                        ",1251
"Burgos  
                        ",1252
"Calasiao  
                        ",1253
"Dasol  
                        ",1254
"Infanta  
                        ",1255
"Labrador  
                        ",1256
"Laoac  
                        ",1257
"Lingayen  
                        ",1258
"Mabini  
                        ",1259
"Malasiqui  
                        ",1260
"Manaoag  
                        ",1261
"Mangaldan  
                        ",1262
"Mangatarem  
                        ",1263
"Mapandan  
                        ",1264
"Natividad  
                        ",1265
"Pozzorubio  
                        ",1266
"Rosales  
                        ",1267
"San Fabian  
                        ",1268
"San Jacinto  
                        ",1269
"San Manuel  
                        ",1270
"San Nicolas  
                        ",1271
"San Quintin  
                        ",1272
"Santa Barbara  
                        ",1273
"Santa Maria  
                        ",1274
"Santo Tomas  
                        ",1275
"Sison  
                        ",1276
"Sual  
                        ",1277
"Tayug  
                        ",1278
"Umingan  
                        ",1279
"Urbiztondo  
                        ",1280
"Villasis  
                        ",1281
"Lucena City  
                        ",1282
"Tayabas City  
                        ",1283
"Agdangan  
                        ",1284
"Alabat  
                        ",1285
"Atimonan  
                        ",1286
"Buenavista  
                        ",1287
"Burdeos  
                        ",1288
"Calauag  
                        ",1289
"Candelaria  
                        ",1290
"Catanauan  
                        ",1291
"Dolores  
                        ",1292
"General Luna  
                        ",1293
"General Nakar  
                        ",1294
"Guinayangan  
                        ",1295
"Gumaca  
                        ",1296
"Infanta  
                        ",1297
"Jomalig  
                        ",1298
"Lopez  
                        ",1299
"Lucban  
                        ",1300
"Macalelon  
                        ",1301
"Mauban  
                        ",1302
"Mulanay  
                        ",1303
"Padre Burgos  
                        ",1304
"Pagbilao  
                        ",1305
"Panukulan  
                        ",1306
"Patnanungan  
                        ",1307
"Perez  
                        ",1308
"Pitogo  
                        ",1309
"Plaridel  
                        ",1310
"Polillo  
                        ",1311
"Quezon  
                        ",1312
"Real  
                        ",1313
"Sampaloc  
                        ",1314
"San Andres  
                        ",1315
"San Antonio  
                        ",1316
"San Francisco  
                        ",1317
"San Narciso  
                        ",1318
"Sariaya  
                        ",1319
"Tagkawayan  
                        ",1320
"Tiaong  
                        ",1321
"Unisan  
                        ",1322
"Aglipay  
                        ",1323
"Cabarroguis  
                        ",1324
"Diffun  
                        ",1325
"Maddela  
                        ",1326
"Nagtipunan  
                        ",1327
"Saguday  
                        ",1328
"Antipolo City  
                        ",1329
"Angono  
                        ",1330
"Baras  
                        ",1331
"Binangonan  
                        ",1332
"Cainta  
                        ",1333
"Cardona  
                        ",1334
"Jalajala  
                        ",1335
"Morong  
                        ",1336
"Pililla  
                        ",1337
"Rodriguez  
                        ",1338
"San Mateo  
                        ",1339
"Tanay  
                        ",1340
"Taytay  
                        ",1341
"Teresa  
                        ",1342
"Alcantara  
                        ",1343
"Banton  
                        ",1344
"Cajidiocan  
                        ",1345
"Calatrava  
                        ",1346
"Concepcion  
                        ",1347
"Corcuera  
                        ",1348
"Ferrol  
                        ",1349
"Looc  
                        ",1350
"Magdiwang  
                        ",1351
"Odiongan  
                        ",1352
"Romblon  
                        ",1353
"San Agustin  
                        ",1354
"San Andres  
                        ",1355
"San Fernando  
                        ",1356
"San Jose  
                        ",1357
"Santa Fe  
                        ",1358
"Santa Maria  
                        ",1359
"Calbayog City  
                        ",1360
"Catbalogan City  
                        ",1361
"Almagro  
                        ",1362
"Basey  
                        ",1363
"Calbiga  
                        ",1364
"Daram  
                        ",1365
"Gandara  
                        ",1366
"Hinabangan  
                        ",1367
"Jiabong  
                        ",1368
"Marabut  
                        ",1369
"Matuguinao  
                        ",1370
"Motiong  
                        ",1371
"Pagsanghan  
                        ",1372
"Paranas  
                        ",1373
"Pinabacdao  
                        ",1374
"San Jorge  
                        ",1375
"San Jose De Buan  
                        ",1376
"San Sebastian  
                        ",1377
"Santa Margarita  
                        ",1378
"Santa Rita  
                        ",1379
"Santo Niño  
                        ",1380
"Tagapul-an  
                        ",1381
"Talalora  
                        ",1382
"Tarangnan  
                        ",1383
"Villareal  
                        ",1384
"Zumarraga  
                        ",1385
"Alabel  
                        ",1386
"Glan  
                        ",1387
"Kiamba  
                        ",1388
"Maasim  
                        ",1389
"Maitum  
                        ",1390
"Malapatan  
                        ",1391
"Malungon  
                        ",1392
"Enrique Villanueva  
                        ",1393
"Larena  
                        ",1394
"Lazi  
                        ",1395
"Maria  
                        ",1396
"San Juan  
                        ",1397
"Siquijor  
                        ",1398
"Sorsogon City  
                        ",1399
"Barcelona  
                        ",1400
"Bulan  
                        ",1401
"Bulusan  
                        ",1402
"Casiguran  
                        ",1403
"Castilla  
                        ",1404
"Donsol  
                        ",1405
"Gubat  
                        ",1406
"Irosin  
                        ",1407
"Juban  
                        ",1408
"Magallanes  
                        ",1409
"Matnog  
                        ",1410
"Pilar  
                        ",1411
"Prieto Diaz  
                        ",1412
"Santa Magdalena  
                        ",1413
"General Santos City  
                        ",1414
"Koronadal City  
                        ",1415
"Banga  
                        ",1416
"Lake Sebu  
                        ",1417
"Norala  
                        ",1418
"Polomolok  
                        ",1419
"Santo Niño  
                        ",1420
"Surallah  
                        ",1421
"T'boli  
                        ",1422
"Tampakan  
                        ",1423
"Tantangan  
                        ",1424
"Tupi  
                        ",1425
"Maasin City  
                        ",1426
"Anahawan  
                        ",1427
"Bontoc  
                        ",1428
"Hinunangan  
                        ",1429
"Hinundayan  
                        ",1430
"Libagon  
                        ",1431
"Liloan  
                        ",1432
"Limasawa  
                        ",1433
"Macrohon  
                        ",1434
"Malitbog  
                        ",1435
"Padre Burgos  
                        ",1436
"Pintuyan  
                        ",1437
"Saint Bernard  
                        ",1438
"San Francisco  
                        ",1439
"San Juan  
                        ",1440
"San Ricardo  
                        ",1441
"Silago  
                        ",1442
"Sogod  
                        ",1443
"Tomas Oppus  
                        ",1444
"Tacurong City  
                        ",1445
"Bagumbayan  
                        ",1446
"Columbio  
                        ",1447
"Esperanza  
                        ",1448
"Isulan  
                        ",1449
"Kalamansig  
                        ",1450
"Lambayong  
                        ",1451
"Lebak  
                        ",1452
"Lutayan  
                        ",1453
"Palimbang  
                        ",1454
"President Quirino  
                        ",1455
"Senator Ninoy Aquino  
                        ",1456
"Banguingui  
                        ",1457
"Hadji Panglima Tahil  
                        ",1458
"Indanan  
                        ",1459
"Jolo  
                        ",1460
"Kalingalan Caluang  
                        ",1461
"Lugus  
                        ",1462
"Luuk  
                        ",1463
"Maimbung  
                        ",1464
"Old Panamao  
                        ",1465
"Omar  
                        ",1466
"Pandami  
                        ",1467
"Panglima Estino  
                        ",1468
"Pangutaran  
                        ",1469
"Parang  
                        ",1470
"Pata  
                        ",1471
"Patikul  
                        ",1472
"Siasi  
                        ",1473
"Talipao  
                        ",1474
"Tapul  
                        ",1475
"Surigao City  
                        ",1476
"Alegria  
                        ",1477
"Bacuag  
                        ",1478
"Basilisa  
                        ",1479
"Burgos  
                        ",1480
"Cagdianao  
                        ",1481
"Claver  
                        ",1482
"Dapa  
                        ",1483
"Del Carmen  
                        ",1484
"Dinagat  
                        ",1485
"General Luna  
                        ",1486
"Gigaquit  
                        ",1487
"Libjo  
                        ",1488
"Loreto  
                        ",1489
"Mainit  
                        ",1490
"Malimono  
                        ",1491
"Pilar  
                        ",1492
"Placer  
                        ",1493
"San Benito  
                        ",1494
"San Francisco  
                        ",1495
"San Isidro  
                        ",1496
"San Jose  
                        ",1497
"Santa Monica  
                        ",1498
"Sison  
                        ",1499
"Socorro  
                        ",1500
"Tagana-an  
                        ",1501
"Tubajon  
                        ",1502
"Tubod  
                        ",1503
"Bislig City  
                        ",1504
"Tandag City  
                        ",1505
"Barobo  
                        ",1506
"Bayabas  
                        ",1507
"Cagwait  
                        ",1508
"Cantilan  
                        ",1509
"Carmen  
                        ",1510
"Carrascal  
                        ",1511
"Cortes  
                        ",1512
"Hinatuan  
                        ",1513
"Lanuza  
                        ",1514
"Lianga  
                        ",1515
"Lingig  
                        ",1516
"Madrid  
                        ",1517
"Marihatag  
                        ",1518
"San Agustin  
                        ",1519
"San Miguel  
                        ",1520
"Tagbina  
                        ",1521
"Tago  
                        ",1522
"Tarlac City  
                        ",1523
"Anao  
                        ",1524
"Bamban  
                        ",1525
"Camiling  
                        ",1526
"Capas  
                        ",1527
"Concepcion  
                        ",1528
"Gerona  
                        ",1529
"La Paz  
                        ",1530
"Mayantoc  
                        ",1531
"Moncada  
                        ",1532
"Paniqui  
                        ",1533
"Pura  
                        ",1534
"Ramos  
                        ",1535
"San Clemente  
                        ",1536
"San Jose  
                        ",1537
"San Manuel  
                        ",1538
"Santa Ignacia  
                        ",1539
"Victoria  
                        ",1540
"Bongao  
                        ",1541
"Languyan  
                        ",1542
"Mapun  
                        ",1543
"Panglima Sugala  
                        ",1544
"Sapa-Sapa  
                        ",1545
"Sibutu  
                        ",1546
"Simunul  
                        ",1547
"Sitangkai  
                        ",1548
"South Ubian  
                        ",1549
"Tandubas  
                        ",1550
"Turtle Islands  
                        ",1551
"Olongapo City  
                        ",1552
"Botolan  
                        ",1553
"Cabangan  
                        ",1554
"Candelaria  
                        ",1555
"Castillejos  
                        ",1556
"Iba  
                        ",1557
"Masinloc  
                        ",1558
"Palauig  
                        ",1559
"San Antonio  
                        ",1560
"San Felipe  
                        ",1561
"San Marcelino  
                        ",1562
"San Narciso  
                        ",1563
"Santa Cruz  
                        ",1564
"Subic  
                        ",1565
"Dapitan City  
                        ",1566
"Dipolog City  
                        ",1567
"Bacungan  
                        ",1568
"Baliguian  
                        ",1569
"Godod  
                        ",1570
"Gutalac  
                        ",1571
"Jose Dalman  
                        ",1572
"Kalawit  
                        ",1573
"Katipunan  
                        ",1574
"La Libertad  
                        ",1575
"Labason  
                        ",1576
"Liloy  
                        ",1577
"Manukan  
                        ",1578
"Mutia  
                        ",1579
"Piñan  
                        ",1580
"Polanco  
                        ",1581
"President Manuel A. Roxas  
                        ",1582
"Rizal  
                        ",1583
"Salug  
                        ",1584
"Sergio Osmeña Sr.  
                        ",1585
"Siayan  
                        ",1586
"Sibuco  
                        ",1587
"Sibutad  
                        ",1588
"Sindangan  
                        ",1589
"Siocon  
                        ",1590
"Sirawai  
                        ",1591
"Tampilisan  
                        ",1592
"Pagadian City  
                        ",1593
"Zamboanga City  
                        ",1594
"Aurora  
                        ",1595
"Bayog  
                        ",1596
"Dimataling  
                        ",1597
"Dinas  
                        ",1598
"Dumalinao  
                        ",1599
"Dumingag  
                        ",1600
"Guipos  
                        ",1601
"Josefina  
                        ",1602
"Kumalarang  
                        ",1603
"Labangan  
                        ",1604
"Lakewood  
                        ",1605
"Lapuyan  
                        ",1606
"Mahayag  
                        ",1607
"Margosatubig  
                        ",1608
"Midsalip  
                        ",1609
"Molave  
                        ",1610
"Pitogo  
                        ",1611
"Ramon Magsaysay  
                        ",1612
"San Miguel  
                        ",1613
"San Pablo  
                        ",1614
"Sominot  
                        ",1615
"Tabina  
                        ",1616
"Tambulig  
                        ",1617
"Tigbao  
                        ",1618
"Tukuran  
                        ",1619
"Vincenzo A. Sagun  
                        ",1620
"Alicia  
                        ",1621
"Buug  
                        ",1622
"Diplahan  
                        ",1623
"Imelda  
                        ",1624
"Ipil  
                        ",1625
"Kabasalan  
                        ",1626
"Mabuhay  
                        ",1627
"Malangas  
                        ",1628
"Naga  
                        ",1629
"Olutanga  
                        ",1630
"Payao  
                        ",1631
"Roseller Lim  
                        ",1632
"Siay  
                        ",1633
"Talusan  
                        ",1634
"Titay  
                        ",1635
"Tungawan  
                        ",1636
"City of Marikina  
                        ",1637
"City of Pasig  
                        ",1638
"City of San Juan  
                        ",1639
"Quezon City  
                        ",1640
"Caloocan City  
                        ",1641
"City of Malabon  
                        ",1642
"City of Navotas  
                        ",1643
"City of Valenzuela  
                        ",1644
"City of Las Piñas  
                        ",1645
"City of Makati  
                        ",1646
"City of Muntinlupa  
                        ",1647
"City of Parañaque  
                        ",1648
"Pasay City  
                        ",1649
"Taguig City  
                        ",1650
"Pateros  
                        ",1651
"City of Manila  
                        ",1652
"City of Mandaluyong  
                        ",1653
